"trackID","endTime","artistName","trackName","msPlayed","isPodcast"
"0saSHG3UN8KJj3uwH71Uf3","2021-05-25 00:29","Rush","Out of the Cradle",77010,"No"
"0BlY6gmEradqgbFf5uGbAG","2021-05-28 02:07","Yes","And You and I",44128,"No"
"0eTOcyfTqfutyBWbbAD6Yh","2021-05-28 02:13","Rush","O'Malley's Break",1535,"No"
"34FEpygxlcPm1tE26YqewO","2021-05-28 02:13","Rush","Peaceable Kingdom",317030,"No"
"0eTOcyfTqfutyBWbbAD6Yh","2021-05-28 02:14","Rush","O'Malley's Break",92036,"No"
"6J6nHaxeRubBEYLMjW47OF","2021-05-28 02:14","Rush","Peke's Repose",8666,"No"
"5dNb4EJQbzYONcP1HGZRIe","2021-05-28 02:21","Queen","Let Me In Your Heart Again",397346,"No"
"2A1LlBVlq0U1MWUnwb3Cyc","2021-05-28 11:19","Rush","The Stars Look Down",268468,"No"
"5R61KVtwmPQtejzALcEEwU","2021-05-28 11:23","Rush","How It Is",244637,"No"
"5QDf6Iilwl0C5pDr2o03eX","2021-05-28 11:28","Rush","Vapor Trail",298355,"No"
"4LH2OsCBtFweBHUddAtfpL","2021-05-28 11:35","Rush","Secret Touch",394543,"No"
"1HMiAvNM0klyxplKlwL200","2021-05-28 11:41","Rush","Earthshine",337801,"No"
"5RcsVmIjkfNsI42exR4xql","2021-05-28 11:44","Rush","Sweet Miracle",220808,"No"
"7rcG5Md3kcuLly1F6v0hOs","2021-05-28 11:49","Rush","Nocturne",289200,"No"
"23eDYjECeAjGDkHAdBArkx","2021-05-28 11:56","Rush","Freeze Part IV of Fear",381037,"No"
"0saSHG3UN8KJj3uwH71Uf3","2021-05-28 12:01","Rush","Out of the Cradle",303434,"No"
"0uV03rQUQn4j6HhWz7Nt2T","2021-05-28 12:07","Rush","Test for Echo",355666,"No"
"22ZNL38S5L7YukBzmdOEmh","2021-05-28 12:12","Rush","Driven",266973,"No"
"6drHXrgfLNYOJilS6FXeNr","2021-05-28 12:15","Rush","Half the World",222800,"No"
"7f0mxDL2Au3hLvhtUe4l7L","2021-05-28 12:20","Rush","The Color of Right",288640,"No"
"4zEoCyDemOOdcdF5DsSo7I","2021-05-28 12:25","Rush","Time and Motion",301360,"No"
"17HT5At90d2Pl5cXnKls4S","2021-05-28 12:30","Rush","Totem",298533,"No"
"73vRr6iK9cYdtq6UUBDV6C","2021-05-28 12:35","Rush","Dog Years",295106,"No"
"3Wdd3odOmELr46XR4MQohR","2021-05-28 12:41","Rush","Virtuality",343626,"No"
"7DRmkiHgfOV17YJuG60CGV","2021-05-28 12:45","Rush","Resist",263373,"No"
"35XwX1IZX2A3pURMSrRyrT","2021-05-28 12:51","Rush","Limbo",329026,"No"
"6zsMoyRa9nhT6IaAIHejQw","2021-05-28 12:55","Rush","Carve Away the Stone",247600,"No"
"6N0AnkdDFZUetw8KAGHV7e","2021-05-28 16:02","Blue Öyster Cult","Godzilla",221400,"No"
"3fkPMWQ6cBNBLuFcPyMS8s","2021-05-28 16:07","Blue Öyster Cult","Burnin' for You",271000,"No"
"4hO1SWYmqJF6X7O5rZaE6R","2021-05-28 16:11","Blue Öyster Cult","I Love the Night",263920,"No"
"60TYdVs6TWIsAJ1MPRdv59","2021-05-28 16:15","Blue Öyster Cult","Then Came the Last Days of May",210546,"No"
"1bPUK3zBMK73QXmCLzqffn","2021-05-28 16:19","Blue Öyster Cult","Veteran of the Psychic Wars",289586,"No"
"2g02rt0UFudctbAnmJsm22","2021-05-28 16:26","Blue Öyster Cult","Astronomy",383973,"No"
"0M7oqERflkrJVHD3IAZqxo","2021-05-28 16:30","Blue Öyster Cult","Cities On Flame with Rock and Roll",242640,"No"
"1uUCpOX86yRGShambUp93O","2021-05-28 16:33","Blue Öyster Cult","Heavy Metal",198360,"No"
"1Zd5KxenhiRD0OpIf9Dfmh","2021-05-28 16:37","Blue Öyster Cult","Death Valley Nights",248320,"No"
"3OXc6xDxasnl4uj2jl1q4Y","2021-05-28 16:41","Blue Öyster Cult","Fire of Unknown Origin",251440,"No"
"6sH5tkQoXL3YKV0hpXZoWj","2021-05-28 16:44","Blue Öyster Cult","True Confessions",176040,"No"
"4SEVM5zCvVLTwk8Rm5ox0I","2021-05-28 16:48","Blue Öyster Cult","That Was Me",198638,"No"
"5KBdHzTROSlD3dACh91sZx","2021-05-28 16:51","Blue Öyster Cult","E.T.I.",222773,"No"
"7vm7Bd52OsZmxk3yWulR2u","2021-05-28 16:55","Blue Öyster Cult","In Thee",230146,"No"
"1BKoilGgL2OgmPKcYQ27vQ","2021-05-28 17:21","Blue Öyster Cult","Golden Age of Leather",179995,"No"
"4RzUcGT0RAmyeEe5wmvz88","2021-05-29 00:26","David Gilmour","Echoes",632310,"No"
"0rdJpnhnW4apSXGEyW8epP","2021-05-29 15:38","Rush","Animate",363440,"No"
"0xcA7LflHSiDPV74zs0s3b","2021-05-29 15:43","Rush","Nobody's Hero",294600,"No"
"4uh2XykjwusuI5FGroB7Ay","2021-05-29 15:49","Rush","Alien Shore",346320,"No"
"2JSwj8qqQZtL5hRcS66IA3","2021-05-29 15:55","Rush","Faithless",331000,"No"
"63JnyvtwaCYqsVQfVwgyuI","2021-05-29 15:59","Rush","We Hold On",252600,"No"
"3aAB9ANGuZSVnz1wUHStOh","2021-05-29 16:01","Rush","Hope",122346,"No"
"36ypZxzbhZOh68bzs1giOd","2021-05-29 16:06","Rush","Workin' Them Angels",294920,"No"
"0K6yUnIKNsFtfIpTgGtcHm","2021-05-29 16:10","Rush","Limelight",259840,"No"
"0l2kEdf5XjlckyybbNjmYS","2021-05-29 16:19","Yes","Roundabout",510573,"No"
"5GpPnZgfycTTzBksvGQsas","2021-05-29 16:21","Led Zeppelin","Immigrant Song",146250,"No"
"6K5R5Apnthfr9UvWeNWKC5","2021-05-29 16:30","Led Zeppelin","Kashmir",517125,"No"
"0rxOukzmqEBM9u4L84Z9bm","2021-05-29 17:13","Yes","Long Distance Runaround",207146,"No"
"34FEpygxlcPm1tE26YqewO","2021-06-02 22:53","Rush","Peaceable Kingdom",323625,"No"
"2A1LlBVlq0U1MWUnwb3Cyc","2021-06-02 22:58","Rush","The Stars Look Down",268468,"No"
"5R61KVtwmPQtejzALcEEwU","2021-06-02 23:02","Rush","How It Is",244637,"No"
"5QDf6Iilwl0C5pDr2o03eX","2021-06-02 23:07","Rush","Vapor Trail",298355,"No"
"4LH2OsCBtFweBHUddAtfpL","2021-06-02 23:14","Rush","Secret Touch",392552,"No"
"1mAFKniHLRQSpd8wWani14","2021-06-03 17:43","Geddy Lee","The Angels' Share",273577,"No"
"3cFUgGMpaynZHiuEqv48qn","2021-06-03 17:47","Geddy Lee","Runaway Train",271162,"No"
"4yKWUl2WR327Ol0MNzOD5B","2021-06-03 17:52","Geddy Lee","My Favorite Headache",283608,"No"
"10kUVvy3damVfxFRABXKkB","2021-06-03 17:57","Geddy Lee","Working at Perfekt",299026,"No"
"3VtrcsvEp3RIwg87GOui3q","2021-06-03 18:20","Rush","Heart Full of Soul",103886,"No"
"3VtrcsvEp3RIwg87GOui3q","2021-06-03 21:12","Rush","Heart Full of Soul",1105,"No"
"3HIvUCPsvELgIW7GNrXyK5","2021-06-03 21:18","Rush","For What It's Worth",52680,"No"
"5dkfF6T8QH5myWNt7GUHeo","2021-06-03 21:19","Rush","Mr. Soul",12987,"No"
"6gMIafMZuSDsLuCfEJhbln","2021-06-03 21:19","Rush","Shapes of Things",936,"No"
"5dkfF6T8QH5myWNt7GUHeo","2021-06-03 21:20","Rush","Mr. Soul",89335,"No"
"6gMIafMZuSDsLuCfEJhbln","2021-06-03 21:20","Rush","Shapes of Things",19275,"No"
"0mhh1nYcfI2uKkCaxKdGYT","2021-06-03 21:26","Rush","Clockwork Angels",90331,"No"
"0mhh1nYcfI2uKkCaxKdGYT","2021-06-03 21:31","Rush","Clockwork Angels",10661,"No"
"0mhh1nYcfI2uKkCaxKdGYT","2021-06-03 21:31","Rush","Clockwork Angels",30,"No"
"4LH2OsCBtFweBHUddAtfpL","2021-06-03 21:32","Rush","Secret Touch",2237,"No"
"1HMiAvNM0klyxplKlwL200","2021-06-03 21:38","Rush","Earthshine",337801,"No"
"5RcsVmIjkfNsI42exR4xql","2021-06-03 21:47","Rush","Sweet Miracle",107024,"No"
"4RzUcGT0RAmyeEe5wmvz88","2021-06-03 23:08","David Gilmour","Echoes",1525513,"No"
"0BlY6gmEradqgbFf5uGbAG","2021-06-03 23:18","Yes","And You and I",607786,"No"
"0MqUyrjDnnEKSyDJbFRZGg","2021-06-03 23:23","Queen","Spread Your Wings",274226,"No"
"0hBby0yygBY1u3m6tSpZgC","2021-06-03 23:34","Rush","The Camera Eye",658986,"No"
"3uQDfCKlwfK9Yz10JFcsC7","2021-06-03 23:40","Rush","Manhattan Project",5966,"No"
"3wBqON2EX3QFDyFLvl1Tcv","2021-06-03 23:40","Rush","Mystic Rhythms",353840,"No"
"3vb4WlnT1gCHCqWnL7MsIB","2021-06-03 23:44","Led Zeppelin","When the Levee Breaks",231600,"No"
"5ucXfilvtzz7pZslFn8a3n","2021-06-03 23:50","Led Zeppelin","Nobody's Fault but Mine",388093,"No"
"26EevkzlKOnKeeeFtsPsql","2021-06-03 23:55","Led Zeppelin","Gallows Pole",297929,"No"
"6Jp7OBQu2quohZ3V9Xlma9","2021-06-04 00:07","Led Zeppelin","Since I've Been Loving You",62217,"No"
"6sH5tkQoXL3YKV0hpXZoWj","2021-06-04 00:11","Blue Öyster Cult","True Confessions",176040,"No"
"4SEVM5zCvVLTwk8Rm5ox0I","2021-06-04 00:14","Blue Öyster Cult","That Was Me",198638,"No"
"5KBdHzTROSlD3dACh91sZx","2021-06-04 00:18","Blue Öyster Cult","E.T.I.",222773,"No"
"7vm7Bd52OsZmxk3yWulR2u","2021-06-04 01:02","Blue Öyster Cult","In Thee",80298,"No"
"0pT7Vws8MhBLXx7rwqOwMD","2021-06-04 01:07","Rush","The Pass",290653,"No"
"5EfynFqT83pclSF9jeuVrD","2021-06-04 01:12","Rush","War Paint",324506,"No"
"6hq2Enqp3pXY5nhxcfuZiW","2021-06-04 01:18","Rush","Presto",345586,"No"
"32L4YJsU0uetIaSwsT7i22","2021-06-04 01:22","Rush","Red Tide",208503,"No"
"6ZXtAlyP1lNWfIJ2faQvwP","2021-06-04 13:13","Rush","Armor and Sword",396213,"No"
"36ypZxzbhZOh68bzs1giOd","2021-06-04 21:07","Rush","Workin' Them Angels",51826,"No"
"36ypZxzbhZOh68bzs1giOd","2021-06-05 15:42","Rush","Workin' Them Angels",80960,"No"
"3S0KgMao9oX73ka3QZe5mM","2021-06-05 15:46","Yes","To The Moment",262101,"No"
"3S0KgMao9oX73ka3QZe5mM","2021-06-05 15:52","Yes","To The Moment",372682,"No"
"3HEtl1yZPv9hQscQatHXaX","2021-06-05 15:59","Yes","Words On A Page",381305,"No"
"16fE6ktt6921sqMSGqVu6t","2021-06-05 16:00","Yes","From The Turn Of A Card",98282,"No"
"7sG6Tp1Oyul64gFFU55iRy","2021-06-05 16:05","Rush","Bravado",275120,"No"
"5fxyxJbYxhMMwfvCcx2tdk","2021-06-05 16:11","Rush","Roll the Bones",221138,"No"
"5fxyxJbYxhMMwfvCcx2tdk","2021-06-05 16:15","Rush","Roll the Bones",109190,"No"
"56FU6yh4O46jrAltLyY2zr","2021-06-05 16:19","Rush","Where's My Thing",229120,"No"
"5NLvbki7VVHdfijSsEOPQl","2021-06-05 16:24","Rush","Heresy",325440,"No"
"2mLf5ZgJeEU2ArptAHcJbs","2021-06-05 16:29","Rush","You Bet Your Life",300920,"No"
"0pT7Vws8MhBLXx7rwqOwMD","2021-06-05 18:06","Rush","The Pass",256779,"No"
"6N0AnkdDFZUetw8KAGHV7e","2021-06-05 21:02","Blue Öyster Cult","Godzilla",221400,"No"
"3fkPMWQ6cBNBLuFcPyMS8s","2021-06-05 21:07","Blue Öyster Cult","Burnin' for You",271000,"No"
"4hO1SWYmqJF6X7O5rZaE6R","2021-06-05 21:11","Blue Öyster Cult","I Love the Night",263920,"No"
"60TYdVs6TWIsAJ1MPRdv59","2021-06-05 21:14","Blue Öyster Cult","Then Came the Last Days of May",210546,"No"
"1bPUK3zBMK73QXmCLzqffn","2021-06-05 21:19","Blue Öyster Cult","Veteran of the Psychic Wars",289586,"No"
"2g02rt0UFudctbAnmJsm22","2021-06-05 21:23","Blue Öyster Cult","Astronomy",211908,"No"
"4oln108lelSadoqEFlwCZi","2021-06-05 22:49","Rush","Far Cry",318546,"No"
"6ZXtAlyP1lNWfIJ2faQvwP","2021-06-05 22:55","Rush","Armor and Sword",396213,"No"
"36ypZxzbhZOh68bzs1giOd","2021-06-05 23:00","Rush","Workin' Them Angels",294920,"No"
"6XP1lxHvGRqttJq7bogFQ0","2021-06-06 00:57","Rush","The Larger Bowl",237890,"No"
"6XP1lxHvGRqttJq7bogFQ0","2021-06-06 21:33","Rush","The Larger Bowl",247040,"No"
"1dmIlrag3uTxCI815XgXrr","2021-06-06 21:39","Rush","Spindrift",324933,"No"
"3uBiydBKLwlAk9f3lICpVo","2021-06-06 21:45","Rush","The Main Monkey Business",361453,"No"
"4eh73oNd3bMVLI1NSeezm1","2021-06-06 21:51","Rush","The Way the Wind Blows",388120,"No"
"3aAB9ANGuZSVnz1wUHStOh","2021-06-06 21:54","Rush","Hope",147443,"No"
"3aAB9ANGuZSVnz1wUHStOh","2021-06-06 21:55","Rush","Hope",84962,"No"
"2JSwj8qqQZtL5hRcS66IA3","2021-06-06 22:01","Rush","Faithless",331000,"No"
"5rlyubwWC7PSllji9QWVVN","2021-06-06 22:06","Rush","Bravest Face",311853,"No"
"4vGv5xaIUgmzycJlUQXpSp","2021-06-06 22:11","Rush","Good News First",290680,"No"
"4nmEn8BaHCNLwvHcwAzhaU","2021-06-06 22:14","Rush","Malignant Narcissism",136986,"No"
"63JnyvtwaCYqsVQfVwgyuI","2021-06-06 22:18","Rush","We Hold On",252600,"No"
"4f6CJbnASHEtQspSwqoYlr","2021-06-06 22:24","Rush","The Big Money",334493,"No"
"3C3DdjdRkkBzVfX3uK7Jdf","2021-06-06 22:29","Rush","Grand Designs",305800,"No"
"3uQDfCKlwfK9Yz10JFcsC7","2021-06-06 22:34","Rush","Manhattan Project",304866,"No"
"2P0x26YpGzXDddtQEc171e","2021-06-06 22:39","Rush","Marathon",280837,"No"
"4f6CJbnASHEtQspSwqoYlr","2021-06-07 19:48","Rush","The Big Money",725,"No"
"3C3DdjdRkkBzVfX3uK7Jdf","2021-06-07 19:54","Rush","Grand Designs",305800,"No"
"3uQDfCKlwfK9Yz10JFcsC7","2021-06-07 19:59","Rush","Manhattan Project",304866,"No"
"2P0x26YpGzXDddtQEc171e","2021-06-07 20:05","Rush","Marathon",369533,"No"
"20mmTwCJPnoA9Gq4Qhbqaj","2021-06-07 21:39","Rush","Territories",1091,"No"
"4lShKS7ee6aoC8hbUVOhYG","2021-06-08 16:47","Rush","Circumstances",220333,"No"
"6fBVFj2Bg9mo4AsPgsDHYw","2021-06-08 16:47","Rush","Ghost Rider",8366,"No"
"6QRQd3I52HHXy59OWAqKNa","2021-06-08 16:51","Rush","The Enemy Within",267130,"No"
"1zS3nK868x59ewPAzXat4y","2021-06-08 16:56","Rush","Afterimage",303640,"No"
"1HMiAvNM0klyxplKlwL200","2021-06-08 17:02","Rush","Earthshine",12069,"No"
"6fBVFj2Bg9mo4AsPgsDHYw","2021-06-08 17:02","Rush","Ghost Rider",340650,"No"
"1rUmVxcEAAMTI7BGp4fiyl","2021-06-08 17:07","Rush","The Analog Kid",287666,"No"
"1p9hRNRKVFPuYv0ADlkl1l","2021-06-08 17:10","Rush","A Passage To Bangkok",2430,"No"
"4lShKS7ee6aoC8hbUVOhYG","2021-06-08 17:10","Rush","Circumstances",178923,"No"
"481S5BKOolPHU4VDkDBHqn","2021-06-08 17:15","Rush","Anthem",41100,"No"
"481S5BKOolPHU4VDkDBHqn","2021-06-08 20:38","Rush","Anthem",220904,"No"
"2fsFnXtYfu3xkz9QXj1pZs","2021-06-08 20:38","Rush","Bastille Day",0,"No"
"0bh40rcAYgtvLgS77L9SRi","2021-06-08 20:41","Rush","Beneath, Between & Behind",181933,"No"
"0hRJNNyjoIlRcrgYVypM2Y","2021-06-08 20:53","Rush","By",517093,"No"
"54TaGh2JKs1pO9daXNXI5q","2021-06-08 20:56","Rush","Fly By Night",197463,"No"
"20mmTwCJPnoA9Gq4Qhbqaj","2021-06-08 21:34","Rush","Territories",378980,"No"
"4UbZmqYEzT5vn4UrPzAHu9","2021-06-08 21:39","Rush","Middletown Dreams",315373,"No"
"4BG64Z9i4XACK6IRWmgIKO","2021-06-08 21:44","Rush","Emotion Detector",310426,"No"
"3wBqON2EX3QFDyFLvl1Tcv","2021-06-08 21:50","Rush","Mystic Rhythms",321428,"No"
"3wBqON2EX3QFDyFLvl1Tcv","2021-06-09 01:19","Rush","Mystic Rhythms",2641,"No"
"54TaGh2JKs1pO9daXNXI5q","2021-06-09 01:24","Rush","Fly By Night",202200,"No"
"2qxfjiwmOcxaepHaGqhRjR","2021-06-09 01:41","Rush","Making Memories",4692,"No"
"481S5BKOolPHU4VDkDBHqn","2021-06-10 20:32","Rush","Anthem",261760,"No"
"2fsFnXtYfu3xkz9QXj1pZs","2021-06-10 20:36","Rush","Bastille Day",277133,"No"
"5q7KiSN7znIONR76LAqm7k","2021-06-10 20:47","Rush","Xanadu",664853,"No"
"3sFgH9hqMB6cySLWJOGAJ4","2021-06-10 20:48","Rush","Natural Science",18250,"No"
"2fsFnXtYfu3xkz9QXj1pZs","2021-06-11 21:30","Rush","Bastille Day",297733,"No"
"481S5BKOolPHU4VDkDBHqn","2021-06-11 21:35","Rush","Anthem",296000,"No"
"54TaGh2JKs1pO9daXNXI5q","2021-06-11 21:40","Rush","Fly By Night",303933,"No"
"4bGkklcgdZvIUtoqIc7wcd","2021-06-11 21:44","Rush","Something For Nothing",242826,"No"
"7f5bnrMNHpGpWYqHMIb3Nb","2021-06-11 21:45","Rush","Lakeside Park",26362,"No"
"0a9sd6MEXZXIPHk0fAxpZ4","2021-06-11 21:48","Queen","We Will Rock You",186106,"No"
"3La5LAAtOfriFxZi97ybSK","2021-06-11 21:51","Queen","Let Me Entertain You",168693,"No"
"6hyjl7z58fwPpx8273ilOC","2021-06-11 21:55","Queen","Play The Game",237466,"No"
"6cFZ4PLC19taNlpl9pbGMf","2021-06-11 21:55","Queen","Somebody To Love",30504,"No"
"5dNb4EJQbzYONcP1HGZRIe","2021-06-12 01:28","Queen","Let Me In Your Heart Again",401765,"No"
"3n3dOTV7F5AOuE2mA5K57m","2021-06-12 01:31","Roger Taylor","Sunny Day",217880,"No"
"6a4cMRwVA0z8FETARH7PTc","2021-06-12 01:35","Queen","Breakthru",245220,"No"
"0eTOcyfTqfutyBWbbAD6Yh","2021-06-12 01:37","Rush","O'Malley's Break",93826,"No"
"2Cx4yqMFQuIhUg6X6NtFOS","2021-06-12 01:40","Rush","Closer to the Heart",207431,"No"
"5btB0bp2D0N3fCkifI8vFi","2021-06-12 01:45","Queen","No One But You",248898,"No"
"3La5LAAtOfriFxZi97ybSK","2021-06-13 17:00","Queen","Let Me Entertain You",168693,"No"
"6hyjl7z58fwPpx8273ilOC","2021-06-13 17:04","Queen","Play The Game",237466,"No"
"6cFZ4PLC19taNlpl9pbGMf","2021-06-13 17:12","Queen","Somebody To Love",473306,"No"
"6hvpwZPS3x3XSv57qYWiUR","2021-06-13 17:14","Queen","Killer Queen",119933,"No"
"4LdDKiaHx5B1VCocUY2ppn","2021-06-13 17:16","Queen","I'm In Love With My Car",123333,"No"
"4Bgluc807xGpxehxW6Uvn7","2021-06-13 17:21","Queen","Get Down, Make Love",285933,"No"
"5xDFYRukUOamdjnFoM3RoW","2021-06-13 17:25","Queen","Save Me",254733,"No"
"2R8xlQtomjh07jgexGp6rJ","2021-06-13 17:31","Queen","Now I'm Here",331600,"No"
"6GT9NVRrfjQFJvanUnBP5W","2021-06-13 17:34","Queen","Dragon Attack",191760,"No"
"2R8xlQtomjh07jgexGp6rJ","2021-06-13 17:36","Queen","Now I'm Here",113106,"No"
"1mSClObliRtgPVT399COQH","2021-06-13 17:39","Queen","Under Pressure",230120,"No"
"6WKoOXecrcYW8RmerNCxFB","2021-06-13 17:43","Queen","Keep Yourself Alive",209293,"No"
"108CEUGyglECilQb3o1jec","2021-06-13 17:46","Queen","Drum And Tympani Solo",180066,"No"
"668edfhvN0OKWx6kc1bFeb","2021-06-13 17:51","Queen","Guitar Solo",311186,"No"
"6tYYT8zNxkadSCujCdR6Ur","2021-06-13 17:53","Queen","Flash",131146,"No"
"1KUBC2Wy6DGtID7EZnO5TU","2021-06-13 17:55","Queen","The Hero",111440,"No"
"6aU0F03DR257LCPAXjtg42","2021-06-13 17:59","Queen","Crazy Little Thing Called Love",255600,"No"
"1ow6RtvSgueeJi8kpdLk3c","2021-06-13 18:02","Queen","Jailhouse Rock",152600,"No"
"6l8GvAyoUZwWDgF1e4822w","2021-06-13 18:07","Queen","Bohemian Rhapsody",328933,"No"
"5iizMR06EEjsYFFuJmxfVI","2021-06-13 18:11","Queen","Tie Your Mother Down",232933,"No"
"5Lsg8jlCoTyxRch9LvJo3E","2021-06-13 18:15","Queen","Another One Bites The Dust",240600,"No"
"51WaksrkxDnWH13oabHpJ1","2021-06-13 18:19","Queen","Sheer Heart Attack",233693,"No"
"0a9sd6MEXZXIPHk0fAxpZ4","2021-06-13 18:21","Queen","We Will Rock You",129333,"No"
"4kzvAGJirpZ9ethvKZdJtg","2021-06-13 18:25","Queen","We Are The Champions",207573,"No"
"76S0Oy6sFz1fg8dQP5QTpQ","2021-06-13 18:26","Queen","God Save The Queen",87506,"No"
"74QzobuYWH5BHMTrW9X7Yu","2021-06-13 19:16","Queen","A Kind Of Magic",262253,"No"
"1mSClObliRtgPVT399COQH","2021-06-13 19:20","Queen","Under Pressure",236506,"No"
"2jAc9KIQ9XoZxkydXh3MVh","2021-06-13 19:26","Queen","Radio Ga Ga",343320,"No"
"0GQo5VkiurD6HnVpaCNeMf","2021-06-13 19:30","Queen","I Want It All",241253,"No"
"25H6P7a94WUr5102lC6TNI","2021-06-13 19:34","Queen","I Want To Break Free",258000,"No"
"1dG4lTOVFu8RkSzybolp7o","2021-06-13 19:40","Queen","Innuendo",388293,"No"
"5Uzgm4svJMIZq7fNXeDfEr","2021-06-13 19:45","Queen","It's A Hard Life",248800,"No"
"6a4cMRwVA0z8FETARH7PTc","2021-06-13 19:49","Queen","Breakthru",249146,"No"
"22KvnSgCUY8ix8riybbYiI","2021-06-13 19:54","Queen","Who Wants To Live Forever",295333,"No"
"21YZVlxpUNaZ136Shhm7FE","2021-06-13 19:58","Queen","Headlong",271013,"No"
"3mT0VfxsucvDg7DpzB0fcy","2021-06-13 21:45","Queen","The Miracle",272706,"No"
"3mT0VfxsucvDg7DpzB0fcy","2021-06-13 21:46","Queen","The Miracle",22048,"No"
"0sA5xCFx2bF3jrz5Y5r0m1","2021-06-13 21:52","Queen","I'm Going Slightly Mad",248693,"No"
"0kf46oObVRf3L51fHIojEm","2021-06-13 21:56","Queen","The Invisible Man",237818,"No"
"1dG4lTOVFu8RkSzybolp7o","2021-06-14 22:56","Queen","Innuendo",388293,"No"
"5Uzgm4svJMIZq7fNXeDfEr","2021-06-14 23:00","Queen","It's A Hard Life",248800,"No"
"6a4cMRwVA0z8FETARH7PTc","2021-06-14 23:48","Queen","Breakthru",249146,"No"
"22KvnSgCUY8ix8riybbYiI","2021-06-14 23:53","Queen","Who Wants To Live Forever",295333,"No"
"21YZVlxpUNaZ136Shhm7FE","2021-06-14 23:58","Queen","Headlong",271013,"No"
"3mT0VfxsucvDg7DpzB0fcy","2021-06-15 00:03","Queen","The Miracle",294866,"No"
"0sA5xCFx2bF3jrz5Y5r0m1","2021-06-15 00:07","Queen","I'm Going Slightly Mad",248693,"No"
"0kf46oObVRf3L51fHIojEm","2021-06-15 00:11","Queen","The Invisible Man",237853,"No"
"2GCFcbxm61rSA8gzsDk6NJ","2021-06-15 00:14","Queen","Hammer To Fall",218320,"No"
"0Qnog91b8rD28SXhtBeBOH","2021-06-15 00:19","Queen","Friends Will Be Friends",248706,"No"
"3m86qx7aIeqFcYcQ1UXUvP","2021-06-15 00:23","Queen","The Show Must Go On",263626,"No"
"4BB3Itr3YETOKFURnC28Ld","2021-06-15 00:27","Queen","One Vision",245066,"No"
"74QzobuYWH5BHMTrW9X7Yu","2021-06-15 01:24","Queen","A Kind Of Magic",262253,"No"
"1mSClObliRtgPVT399COQH","2021-06-15 01:24","Queen","Under Pressure",30916,"No"
"0a9sd6MEXZXIPHk0fAxpZ4","2021-06-17 13:02","Queen","We Will Rock You",186106,"No"
"3La5LAAtOfriFxZi97ybSK","2021-06-17 13:05","Queen","Let Me Entertain You",168693,"No"
"6hyjl7z58fwPpx8273ilOC","2021-06-17 13:08","Queen","Play The Game",237466,"No"
"6cFZ4PLC19taNlpl9pbGMf","2021-06-17 13:16","Queen","Somebody To Love",473306,"No"
"6hvpwZPS3x3XSv57qYWiUR","2021-06-17 13:18","Queen","Killer Queen",119933,"No"
"4LdDKiaHx5B1VCocUY2ppn","2021-06-17 13:20","Queen","I'm In Love With My Car",123333,"No"
"4Bgluc807xGpxehxW6Uvn7","2021-06-17 13:25","Queen","Get Down, Make Love",285933,"No"
"5xDFYRukUOamdjnFoM3RoW","2021-06-17 13:29","Queen","Save Me",254733,"No"
"2R8xlQtomjh07jgexGp6rJ","2021-06-17 13:35","Queen","Now I'm Here",331600,"No"
"6GT9NVRrfjQFJvanUnBP5W","2021-06-17 13:38","Queen","Dragon Attack",191760,"No"
"2R8xlQtomjh07jgexGp6rJ","2021-06-17 13:40","Queen","Now I'm Here",113106,"No"
"1mSClObliRtgPVT399COQH","2021-06-17 13:44","Queen","Under Pressure",230120,"No"
"6WKoOXecrcYW8RmerNCxFB","2021-06-17 17:26","Queen","Keep Yourself Alive",64826,"No"
"6WKoOXecrcYW8RmerNCxFB","2021-06-18 00:55","Queen","Keep Yourself Alive",210497,"No"
"108CEUGyglECilQb3o1jec","2021-06-18 00:58","Queen","Drum And Tympani Solo",180066,"No"
"668edfhvN0OKWx6kc1bFeb","2021-06-18 01:03","Queen","Guitar Solo",311186,"No"
"6tYYT8zNxkadSCujCdR6Ur","2021-06-18 01:05","Queen","Flash",131146,"No"
"1KUBC2Wy6DGtID7EZnO5TU","2021-06-18 01:07","Queen","The Hero",111440,"No"
"6aU0F03DR257LCPAXjtg42","2021-06-18 01:11","Queen","Crazy Little Thing Called Love",255600,"No"
"1ow6RtvSgueeJi8kpdLk3c","2021-06-18 01:14","Queen","Jailhouse Rock",152600,"No"
"6l8GvAyoUZwWDgF1e4822w","2021-06-18 01:19","Queen","Bohemian Rhapsody",328933,"No"
"5iizMR06EEjsYFFuJmxfVI","2021-06-18 01:23","Queen","Tie Your Mother Down",232933,"No"
"5Lsg8jlCoTyxRch9LvJo3E","2021-06-18 01:27","Queen","Another One Bites The Dust",240600,"No"
"51WaksrkxDnWH13oabHpJ1","2021-06-18 01:31","Queen","Sheer Heart Attack",233693,"No"
"0a9sd6MEXZXIPHk0fAxpZ4","2021-06-18 01:33","Queen","We Will Rock You",129333,"No"
"4kzvAGJirpZ9ethvKZdJtg","2021-06-18 01:34","Queen","We Are The Champions",27839,"No"
"7sG6Tp1Oyul64gFFU55iRy","2021-06-20 11:58","Rush","Bravado",275120,"No"
"5fxyxJbYxhMMwfvCcx2tdk","2021-06-20 12:04","Rush","Roll the Bones",329906,"No"
"56FU6yh4O46jrAltLyY2zr","2021-06-20 12:08","Rush","Where's My Thing",229120,"No"
